Site,Parameter,Sequence,Phase,Start Time,End Time,Value,Expected Value,% Error,Drift Limit %
zNRP_cals,NOX-cal,GASCALS%,ZERO,08-Mar-2016 05:57:00,08-Mar-2016 06:12:05,0,0.0,.47, 
zNRP_cals,NOXCON,GASCALS,SPAN,08-Mar-2016 05:30:00,08-Mar-2016 05:35:00,99,100,1.27, 
zNRP_cals,NOXCON,GASCALS,PREC,08-Mar-2016 05:30:00,08-Mar-2016 05:40:00,99,100,1.26, 
zNRP_cals,NOXCON,GASCALS,ZERO,08-Mar-2016 05:30:00,08-Mar-2016 05:45:00,99,100,1.27, 
zNRP_cals,O3-cal,GASCALS,SPAN,08-Mar-2016 05:30:00,08-Mar-2016 05:35:00,349,348,.3, 
zNRP_cals,O3-cal,GASCALS,PREC,08-Mar-2016 05:30:00,08-Mar-2016 05:40:00,67,67,.6, 
zNRP_cals,O3-cal,GASCALS,ZERO,08-Mar-2016 05:30:00,08-Mar-2016 05:45:00,0,0.0,.45, 
zNRP_cals,O3-cal,GASCALS%,SPAN,08-Mar-2016 05:57:00,08-Mar-2016 06:02:00,0,0.0,.3, 
zNRP_cals,O3-cal,GASCALS%,PREC,08-Mar-2016 05:57:00,08-Mar-2016 06:07:05,-1,0.0,-.6, 
zNRP_cals,O3-cal,GASCALS%,ZERO,08-Mar-2016 05:57:00,08-Mar-2016 06:12:05,0,0.0,.45, 
zNRP_cals,NO2-cal,GASCALS,SPAN,09-Mar-2016 05:30:00,09-Mar-2016 05:35:00,377,371.56,1.35, 
zNRP_cals,NO2-cal,GASCALS,PREC,09-Mar-2016 05:30:00,09-Mar-2016 05:40:00,70,68.841,1.17, 
zNRP_cals,NO2-cal,GASCALS,ZERO,09-Mar-2016 05:30:00,09-Mar-2016 05:45:00,0,0.0,.04, 
zNRP_cals,NO2-cal,GASCALS%,SPAN,09-Mar-2016 05:57:00,09-Mar-2016 06:02:00,1,0.0,1.35, 
zNRP_cals,NO2-cal,GASCALS%,PREC,09-Mar-2016 05:57:00,09-Mar-2016 06:07:05,1,0.0,1.17, 
zNRP_cals,NO2-cal,GASCALS%,ZERO,09-Mar-2016 05:57:00,09-Mar-2016 06:12:05,0,0.0,.04, 
zNRP_cals,NO-cal,GASCALS,SPAN,09-Mar-2016 05:30:00,09-Mar-2016 05:35:00,460,456.4,.82, 
zNRP_cals,NO-cal,GASCALS,PREC,09-Mar-2016 05:30:00,09-Mar-2016 05:40:00,201,204.6,1.72, 
zNRP_cals,NO-cal,GASCALS,ZERO,09-Mar-2016 05:30:00,09-Mar-2016 05:45:00,0,0.0,.32, 
zNRP_cals,NO-cal,GASCALS%,SPAN,09-Mar-2016 05:57:00,09-Mar-2016 06:02:00,1,0.0,.82, 
zNRP_cals,NO-cal,GASCALS%,PREC,09-Mar-2016 05:57:00,09-Mar-2016 06:07:05,-2,0.0,-1.72, 
zNRP_cals,NO-cal,GASCALS%,ZERO,09-Mar-2016 05:57:00,09-Mar-2016 06:12:05,0,0.0,.32, 
zNRP_cals,NOX-cal,GASCALS,SPAN,09-Mar-2016 05:30:00,09-Mar-2016 05:35:00,460,456.4,.79, 
zNRP_cals,NOX-cal,GASCALS,PREC,09-Mar-2016 05:30:00,09-Mar-2016 05:40:00,201,204.6,1.67, 
zNRP_cals,NOX-cal,GASCALS,ZERO,09-Mar-2016 05:30:00,09-Mar-2016 05:45:00,0,0.0,.38, 
zNRP_cals,NOX-cal,GASCALS%,SPAN,09-Mar-2016 05:57:00,09-Mar-2016 06:02:00,1,0.0,.79, 
zNRP_cals,NOX-cal,GASCALS%,PREC,09-Mar-2016 05:57:00,09-Mar-2016 06:07:05,-2,0.0,-1.67, 
zNRP_cals,NOX-cal,GASCALS%,ZERO,09-Mar-2016 05:57:00,09-Mar-2016 06:12:05,0,0.0,.38, 
zNRP_cals,NOXCON,GASCALS,SPAN,09-Mar-2016 05:30:00,09-Mar-2016 05:35:00,98,100,1.59, 
zNRP_cals,NOXCON,GASCALS,PREC,09-Mar-2016 05:30:00,09-Mar-2016 05:40:00,99,100,1.11, 
zNRP_cals,NOXCON,GASCALS,ZERO,09-Mar-2016 05:30:00,09-Mar-2016 05:45:00,99,100,1.35, 
zNRP_cals,O3-cal,GASCALS,SPAN,09-Mar-2016 05:30:00,09-Mar-2016 05:35:00,349,348,.26, 
zNRP_cals,O3-cal,GASCALS,PREC,09-Mar-2016 05:30:00,09-Mar-2016 05:40:00,66,67,1.25, 
zNRP_cals,O3-cal,GASCALS,ZERO,09-Mar-2016 05:30:00,09-Mar-2016 05:45:00,0,0.0,.39, 
zNRP_cals,O3-cal,GASCALS%,SPAN,09-Mar-2016 05:57:00,09-Mar-2016 06:02:00,0,0.0,.26, 
zNRP_cals,O3-cal,GASCALS%,PREC,09-Mar-2016 05:57:00,09-Mar-2016 06:07:05,-1,0.0,-1.25, 
zNRP_cals,O3-cal,GASCALS%,ZERO,09-Mar-2016 05:57:00,09-Mar-2016 06:12:05,0,0.0,.39, 
zNRP_cals,NO2-cal,GASCALS,SPAN,10-Mar-2016 05:30:00,10-Mar-2016 05:35:00,374,372.658,.41, 
zNRP_cals,NO2-cal,GASCALS,PREC,10-Mar-2016 05:30:00,10-Mar-2016 05:40:00,71,69.925,1.64, 
zNRP_cals,NO2-cal,GASCALS,ZERO,10-Mar-2016 05:30:00,10-Mar-2016 05:45:00,0,0.0,.13, 
zNRP_cals,NO2-cal,GASCALS%,SPAN,10-Mar-2016 05:57:00,10-Mar-2016 06:02:00,0,0.0,.41, 
zNRP_cals,NO2-cal,GASCALS%,PREC,10-Mar-2016 05:57:00,10-Mar-2016 06:07:04,2,0.0,1.64, 
zNRP_cals,NO2-cal,GASCALS%,ZERO,10-Mar-2016 05:57:00,10-Mar-2016 06:12:04,0,0.0,.13, 
zNRP_cals,NO-cal,GASCALS,SPAN,10-Mar-2016 05:30:00,10-Mar-2016 05:35:00,459,456.4,.67, 
zNRP_cals,NO-cal,GASCALS,PREC,10-Mar-2016 05:30:00,10-Mar-2016 05:40:00,202,204.6,1.5, 
zNRP_cals,NO-cal,GASCALS,ZERO,10-Mar-2016 05:30:00,10-Mar-2016 05:45:00,0,0.0,.29, 
zNRP_cals,NO-cal,GASCALS%,SPAN,10-Mar-2016 05:57:00,10-Mar-2016 06:02:00,1,0.0,.67, 
zNRP_cals,NO-cal,GASCALS%,PREC,10-Mar-2016 05:57:00,10-Mar-2016 06:07:04,-1,0.0,-1.5, 
zNRP_cals,NO-cal,GASCALS%,ZERO,10-Mar-2016 05:57:00,10-Mar-2016 06:12:04,0,0.0,.29, 
zNRP_cals,NOX-cal,GASCALS,SPAN,10-Mar-2016 05:30:00,10-Mar-2016 05:35:00,458,456.4,.32, 
zNRP_cals,NOX-cal,GASCALS,PREC,10-Mar-2016 05:30:00,10-Mar-2016 05:40:00,202,204.6,1.44, 
zNRP_cals,NOX-cal,GASCALS,ZERO,10-Mar-2016 05:30:00,10-Mar-2016 05:45:00,0,0.0,.45, 
zNRP_cals,NOX-cal,GASCALS%,SPAN,10-Mar-2016 05:57:00,10-Mar-2016 06:02:00,0,0.0,.32, 
zNRP_cals,NOX-cal,GASCALS%,PREC,10-Mar-2016 05:57:00,10-Mar-2016 06:07:04,-1,0.0,-1.44, 
zNRP_cals,NOX-cal,GASCALS%,ZERO,10-Mar-2016 05:57:00,10-Mar-2016 06:12:04,0,0.0,.45, 
zNRP_cals,NOXCON,GASCALS,SPAN,10-Mar-2016 05:30:00,10-Mar-2016 05:35:00,98,100,1.74, 
zNRP_cals,NOXCON,GASCALS,PREC,10-Mar-2016 05:30:00,10-Mar-2016 05:40:00,99,100,.92, 
zNRP_cals,NOXCON,GASCALS,ZERO,10-Mar-2016 05:30:00,10-Mar-2016 05:45:00,99,100,1.33, 
zNRP_cals,O3-cal,GASCALS,SPAN,10-Mar-2016 05:30:00,10-Mar-2016 05:35:00,348,348,.14, 
zNRP_cals,O3-cal,GASCALS,PREC,10-Mar-2016 05:30:00,10-Mar-2016 05:40:00,66,67,.87, 
zNRP_cals,O3-cal,GASCALS,ZERO,10-Mar-2016 05:30:00,10-Mar-2016 05:45:00,1,0.0,.75, 
zNRP_cals,O3-cal,GASCALS%,SPAN,10-Mar-2016 05:57:00,10-Mar-2016 06:02:00,0,0.0,.14, 
zNRP_cals,O3-cal,GASCALS%,PREC,10-Mar-2016 05:57:00,10-Mar-2016 06:07:04,-1,0.0,-.87, 
zNRP_cals,O3-cal,GASCALS%,ZERO,10-Mar-2016 05:57:00,10-Mar-2016 06:12:04,1,0.0,.75, 
zNRP_cals,NO2-cal,GASCALS,SPAN,11-Mar-2016 05:30:00,11-Mar-2016 05:35:00,380,374.792,1.48, 
zNRP_cals,NO2-cal,GASCALS,PREC,11-Mar-2016 05:30:00,11-Mar-2016 05:40:00,72,69.996,2.65, 
zNRP_cals,NO2-cal,GASCALS,ZERO,11-Mar-2016 05:30:00,11-Mar-2016 05:45:00,0,0.0,.15, 
zNRP_cals,NO2-cal,GASCALS%,SPAN,11-Mar-2016 05:57:00,11-Mar-2016 06:02:00,1,0.0,1.48, 
zNRP_cals,NO2-cal,GASCALS%,PREC,11-Mar-2016 05:57:00,11-Mar-2016 06:07:05,3,0.0,2.65, 
zNRP_cals,NO2-cal,GASCALS%,ZERO,11-Mar-2016 05:57:00,11-Mar-2016 06:12:05,0,0.0,.15, 
zNRP_cals,NO-cal,GASCALS,SPAN,11-Mar-2016 05:30:00,11-Mar-2016 05:35:00,460,456.4,.73, 
zNRP_cals,NO-cal,GASCALS,PREC,11-Mar-2016 05:30:00,11-Mar-2016 05:40:00,203,204.6,.93, 
zNRP_cals,NO-cal,GASCALS,ZERO,11-Mar-2016 05:30:00,11-Mar-2016 05:45:00,0,0.0,.34, 
zNRP_cals,NO-cal,GASCALS%,SPAN,11-Mar-2016 05:57:00,11-Mar-2016 06:02:00,1,0.0,.73, 
zNRP_cals,NO-cal,GASCALS%,PREC,11-Mar-2016 05:57:00,11-Mar-2016 06:07:05,-1,0.0,-.93, 
zNRP_cals,NO-cal,GASCALS%,ZERO,11-Mar-2016 05:57:00,11-Mar-2016 06:12:05,0,0.0,.34, 
zNRP_cals,NOX-cal,GASCALS,SPAN,11-Mar-2016 05:30:00,11-Mar-2016 05:35:00,462,456.4,1.26, 
zNRP_cals,NOX-cal,GASCALS,PREC,11-Mar-2016 05:30:00,11-Mar-2016 05:40:00,204,204.6,.24, 
zNRP_cals,NOX-cal,GASCALS,ZERO,11-Mar-2016 05:30:00,11-Mar-2016 05:45:00,1,0.0,.54, 
zNRP_cals,NOX-cal,GASCALS%,SPAN,11-Mar-2016 05:57:00,11-Mar-2016 06:02:00,1,0.0,1.26, 
zNRP_cals,NOX-cal,GASCALS%,PREC,11-Mar-2016 05:57:00,11-Mar-2016 06:07:05,0,0.0,-.24, 
zNRP_cals,NOX-cal,GASCALS%,ZERO,11-Mar-2016 05:57:00,11-Mar-2016 06:12:05,1,0.0,.54, 
zNRP_cals,NOXCON,GASCALS,SPAN,11-Mar-2016 05:30:00,11-Mar-2016 05:35:00,99,100,1.36, 
zNRP_cals,NOXCON,GASCALS,PREC,11-Mar-2016 05:30:00,11-Mar-2016 05:40:00,98,100,1.68, 
zNRP_cals,NOXCON,GASCALS,ZERO,11-Mar-2016 05:30:00,11-Mar-2016 05:45:00,98,100,1.52, 
zNRP_cals,O3-cal,GASCALS,SPAN,11-Mar-2016 05:30:00,11-Mar-2016 05:35:00,348,348,.12, 
zNRP_cals,O3-cal,GASCALS,PREC,11-Mar-2016 05:30:00,11-Mar-2016 05:40:00,68,67,1.02, 
zNRP_cals,O3-cal,GASCALS,ZERO,11-Mar-2016 05:30:00,11-Mar-2016 05:45:00,0,0.0,.27, 
zNRP_cals,O3-cal,GASCALS%,SPAN,11-Mar-2016 05:57:00,11-Mar-2016 06:02:00,0,0.0,.12, 
zNRP_cals,O3-cal,GASCALS%,PREC,11-Mar-2016 05:57:00,11-Mar-2016 06:07:05,1,0.0,1.02, 
zNRP_cals,O3-cal,GASCALS%,ZERO,11-Mar-2016 05:57:00,11-Mar-2016 06:12:05,0,0.0,.27, 
zNRP_cals,NO2-cal,GASCALS,SPAN,12-Mar-2016 05:30:00,12-Mar-2016 05:35:00,378,372.694,1.35, 
zNRP_cals,NO2-cal,GASCALS,PREC,12-Mar-2016 05:30:00,12-Mar-2016 05:40:00,77,74.883,2.95, 
zNRP_cals,NO2-cal,GASCALS,ZERO,12-Mar-2016 05:30:00,12-Mar-2016 05:45:00,0,0.0,.14, 
zNRP_cals,NO2-cal,GASCALS%,SPAN,12-Mar-2016 05:57:00,12-Mar-2016 06:02:00,1,0.0,1.35, 
zNRP_cals,NO2-cal,GASCALS%,PREC,12-Mar-2016 05:57:00,12-Mar-2016 06:07:05,3,0.0,2.95, 
zNRP_cals,NO2-cal,GASCALS%,ZERO,12-Mar-2016 05:57:00,12-Mar-2016 06:12:05,0,0.0,.14, 
zNRP_cals,NO-cal,GASCALS,SPAN,12-Mar-2016 05:30:00,12-Mar-2016 05:35:00,460,456.4,.68, 
zNRP_cals,NO-cal,GASCALS,PREC,12-Mar-2016 05:30:00,12-Mar-2016 05:40:00,201,204.6,1.83, 
zNRP_cals,NO-cal,GASCALS,ZERO,12-Mar-2016 05:30:00,12-Mar-2016 05:45:00,0,0.0,.19, 
zNRP_cals,NO-cal,GASCALS%,SPAN,12-Mar-2016 05:57:00,12-Mar-2016 06:02:00,1,0.0,.68, 
zNRP_cals,NO-cal,GASCALS%,PREC,12-Mar-2016 05:57:00,12-Mar-2016 06:07:05,-2,0.0,-1.83, 
zNRP_cals,NO-cal,GASCALS%,ZERO,12-Mar-2016 05:57:00,12-Mar-2016 06:12:05,0,0.0,.19, 
zNRP_cals,NOX-cal,GASCALS,SPAN,12-Mar-2016 05:30:00,12-Mar-2016 05:35:00,461,456.4,.99, 
zNRP_cals,NOX-cal,GASCALS,PREC,12-Mar-2016 05:30:00,12-Mar-2016 05:40:00,202,204.6,1.45, 
zNRP_cals,NOX-cal,GASCALS,ZERO,12-Mar-2016 05:30:00,12-Mar-2016 05:45:00,0,0.0,.33, 
zNRP_cals,NOX-cal,GASCALS%,SPAN,12-Mar-2016 05:57:00,12-Mar-2016 06:02:00,1,0.0,.99, 
zNRP_cals,NOX-cal,GASCALS%,PREC,12-Mar-2016 05:57:00,12-Mar-2016 06:07:05,-1,0.0,-1.45, 
zNRP_cals,NOX-cal,GASCALS%,ZERO,12-Mar-2016 05:57:00,12-Mar-2016 06:12:05,0,0.0,.33, 
zNRP_cals,NOXCON,GASCALS,SPAN,12-Mar-2016 05:30:00,12-Mar-2016 05:35:00,98,100,1.72, 
zNRP_cals,NOXCON,GASCALS,PREC,12-Mar-2016 05:30:00,12-Mar-2016 05:40:00,100,100,.33, 
zNRP_cals,NOXCON,GASCALS,ZERO,12-Mar-2016 05:30:00,12-Mar-2016 05:45:00,99,100,1.02, 
zNRP_cals,O3-cal,GASCALS,SPAN,12-Mar-2016 05:30:00,12-Mar-2016 05:35:00,349,348,.33, 
zNRP_cals,O3-cal,GASCALS,PREC,12-Mar-2016 05:30:00,12-Mar-2016 05:40:00,67,67,.51, 
zNRP_cals,O3-cal,GASCALS,ZERO,12-Mar-2016 05:30:00,12-Mar-2016 05:45:00,1,0.0,.63, 
zNRP_cals,O3-cal,GASCALS%,SPAN,12-Mar-2016 05:57:00,12-Mar-2016 06:02:00,0,0.0,.33, 
zNRP_cals,O3-cal,GASCALS%,PREC,12-Mar-2016 05:57:00,12-Mar-2016 06:07:05,1,0.0,.51, 
zNRP_cals,O3-cal,GASCALS%,ZERO,12-Mar-2016 05:57:00,12-Mar-2016 06:12:05,1,0.0,.63, 
zNRP_cals,NO2-cal,GASCALS,SPAN,13-Mar-2016 05:30:00,13-Mar-2016 05:35:00,379,373.319,1.48, 
zNRP_cals,NO2-cal,GASCALS,PREC,13-Mar-2016 05:30:00,13-Mar-2016 05:40:00,72,69.162,3.65, 
zNRP_cals,NO2-cal,GASCALS,ZERO,13-Mar-2016 05:30:00,13-Mar-2016 05:45:00,0,0.0,0.00, 
zNRP_cals,NO2-cal,GASCALS%,SPAN,13-Mar-2016 05:57:00,13-Mar-2016 06:02:00,1,0.0,1.48, 
zNRP_cals,NO2-cal,GASCALS%,PREC,13-Mar-2016 05:57:00,13-Mar-2016 06:07:05,4,0.0,3.65, 
zNRP_cals,NO2-cal,GASCALS%,ZERO,13-Mar-2016 05:57:00,13-Mar-2016 06:12:05,0,0.0,0.00, 
zNRP_cals,NO-cal,GASCALS,SPAN,13-Mar-2016 05:30:00,13-Mar-2016 05:35:00,461,456.4,1.04, 
zNRP_cals,NO-cal,GASCALS,PREC,13-Mar-2016 05:30:00,13-Mar-2016 05:40:00,201,204.6,1.84, 
zNRP_cals,NO-cal,GASCALS,ZERO,13-Mar-2016 05:30:00,13-Mar-2016 05:45:00,0,0.0,.36, 
zNRP_cals,NO-cal,GASCALS%,SPAN,13-Mar-2016 05:57:00,13-Mar-2016 06:02:00,1,0.0,1.04, 
zNRP_cals,NO-cal,GASCALS%,PREC,13-Mar-2016 05:57:00,13-Mar-2016 06:07:05,-2,0.0,-1.84, 
zNRP_cals,NO-cal,GASCALS%,ZERO,13-Mar-2016 05:57:00,13-Mar-2016 06:12:05,0,0.0,.36, 
zNRP_cals,NOX-cal,GASCALS,SPAN,13-Mar-2016 05:30:00,13-Mar-2016 05:35:00,460,456.4,.72, 
zNRP_cals,NOX-cal,GASCALS,PREC,13-Mar-2016 05:30:00,13-Mar-2016 05:40:00,202,204.6,1.31, 
zNRP_cals,NOX-cal,GASCALS,ZERO,13-Mar-2016 05:30:00,13-Mar-2016 05:45:00,0,0.0,.43, 
zNRP_cals,NOX-cal,GASCALS%,SPAN,13-Mar-2016 05:57:00,13-Mar-2016 06:02:00,1,0.0,.72, 
zNRP_cals,NOX-cal,GASCALS%,PREC,13-Mar-2016 05:57:00,13-Mar-2016 06:07:05,-1,0.0,-1.31, 
zNRP_cals,NOX-cal,GASCALS%,ZERO,13-Mar-2016 05:57:00,13-Mar-2016 06:12:05,0,0.0,.43, 
zNRP_cals,NOXCON,GASCALS,SPAN,13-Mar-2016 05:30:00,13-Mar-2016 05:35:00,98,100,1.66, 
zNRP_cals,NOXCON,GASCALS,PREC,13-Mar-2016 05:30:00,13-Mar-2016 05:40:00,99,100,1.25, 
zNRP_cals,NOXCON,GASCALS,ZERO,13-Mar-2016 05:30:00,13-Mar-2016 05:45:00,99,100,1.45, 
zNRP_cals,O3-cal,GASCALS,SPAN,13-Mar-2016 05:30:00,13-Mar-2016 05:35:00,349,348,.22, 
zNRP_cals,O3-cal,GASCALS,PREC,13-Mar-2016 05:30:00,13-Mar-2016 05:40:00,66,67,1.81, 
zNRP_cals,O3-cal,GASCALS,ZERO,13-Mar-2016 05:30:00,13-Mar-2016 05:45:00,0,0.0,.49, 
zNRP_cals,O3-cal,GASCALS%,SPAN,13-Mar-2016 05:57:00,13-Mar-2016 06:02:00,0,0.0,.22, 
zNRP_cals,O3-cal,GASCALS%,PREC,13-Mar-2016 05:57:00,13-Mar-2016 06:07:05,-2,0.0,-1.81, 
zNRP_cals,O3-cal,GASCALS%,ZERO,13-Mar-2016 05:57:00,13-Mar-2016 06:12:05,0,0.0,.49, 
zNRP_cals,NO2-cal,GASCALS,SPAN,16-Mar-2016 05:30:00,16-Mar-2016 05:35:00,377,372.603,1.12, 
zNRP_cals,NO2-cal,GASCALS,PREC,16-Mar-2016 05:30:00,16-Mar-2016 05:40:00,71,68.823,3.62, 
zNRP_cals,NO2-cal,GASCALS,ZERO,16-Mar-2016 05:30:00,16-Mar-2016 05:45:00,0,0.0,.04, 
zNRP_cals,NO2-cal,GASCALS%,SPAN,16-Mar-2016 05:57:00,16-Mar-2016 06:02:00,1,0.0,1.12, 
zNRP_cals,NO2-cal,GASCALS%,PREC,16-Mar-2016 05:57:00,16-Mar-2016 06:07:04,4,0.0,3.62, 
zNRP_cals,NO2-cal,GASCALS%,ZERO,16-Mar-2016 05:57:00,16-Mar-2016 06:12:04,0,0.0,.04, 
zNRP_cals,NO-cal,GASCALS,SPAN,16-Mar-2016 05:30:00,16-Mar-2016 05:35:00,460,456.4,.69, 
zNRP_cals,NO-cal,GASCALS,PREC,16-Mar-2016 05:30:00,16-Mar-2016 05:40:00,201,204.6,1.66, 
zNRP_cals,NO-cal,GASCALS,ZERO,16-Mar-2016 05:30:00,16-Mar-2016 05:45:00,0,0.0,.46, 
zNRP_cals,NO-cal,GASCALS%,SPAN,16-Mar-2016 05:57:00,16-Mar-2016 06:02:00,1,0.0,.69, 
zNRP_cals,NO-cal,GASCALS%,PREC,16-Mar-2016 05:57:00,16-Mar-2016 06:07:04,-2,0.0,-1.66, 
zNRP_cals,NO-cal,GASCALS%,ZERO,16-Mar-2016 05:57:00,16-Mar-2016 06:12:04,0,0.0,.46, 
zNRP_cals,NOX-cal,GASCALS,SPAN,16-Mar-2016 05:30:00,16-Mar-2016 05:35:00,463,456.4,1.36, 
zNRP_cals,NOX-cal,GASCALS,PREC,16-Mar-2016 05:30:00,16-Mar-2016 05:40:00,202,204.6,1.24, 
zNRP_cals,NOX-cal,GASCALS,ZERO,16-Mar-2016 05:30:00,16-Mar-2016 05:45:00,1,0.0,.51, 
zNRP_cals,NOX-cal,GASCALS%,SPAN,16-Mar-2016 05:57:00,16-Mar-2016 06:02:00,1,0.0,1.36, 
zNRP_cals,NOX-cal,GASCALS%,PREC,16-Mar-2016 05:57:00,16-Mar-2016 06:07:04,-1,0.0,-1.24, 
zNRP_cals,NOX-cal,GASCALS%,ZERO,16-Mar-2016 05:57:00,16-Mar-2016 06:12:04,1,0.0,.51, 
zNRP_cals,NOXCON,GASCALS,SPAN,16-Mar-2016 05:30:00,16-Mar-2016 05:35:00,98,100,2.41, 
zNRP_cals,NOXCON,GASCALS,PREC,16-Mar-2016 05:30:00,16-Mar-2016 05:40:00,100,100,.04, 
zNRP_cals,NOXCON,GASCALS,ZERO,16-Mar-2016 05:30:00,16-Mar-2016 05:45:00,99,100,1.22, 
zNRP_cals,O3-cal,GASCALS,SPAN,16-Mar-2016 05:30:00,16-Mar-2016 05:35:00,350,348,.5, 
zNRP_cals,O3-cal,GASCALS,PREC,16-Mar-2016 05:30:00,16-Mar-2016 05:40:00,67,67,.69, 
zNRP_cals,O3-cal,GASCALS,ZERO,16-Mar-2016 05:30:00,16-Mar-2016 05:45:00,1,0.0,.73, 
zNRP_cals,O3-cal,GASCALS%,SPAN,16-Mar-2016 05:57:00,16-Mar-2016 06:02:00,1,0.0,.5, 
zNRP_cals,O3-cal,GASCALS%,PREC,16-Mar-2016 05:57:00,16-Mar-2016 06:07:04,-1,0.0,-.69, 
zNRP_cals,O3-cal,GASCALS%,ZERO,16-Mar-2016 05:57:00,16-Mar-2016 06:12:04,1,0.0,.73, 
zNRP_cals,NO2-cal,GASCALS,SPAN,17-Mar-2016 05:30:00,17-Mar-2016 05:35:00,379,373.786,1.5, 
zNRP_cals,NO2-cal,GASCALS,PREC,17-Mar-2016 05:30:00,17-Mar-2016 05:40:00,71,68.784,3.36, 
zNRP_cals,NO2-cal,GASCALS,ZERO,17-Mar-2016 05:30:00,17-Mar-2016 05:45:00,0,0.0,.14, 
zNRP_cals,NO2-cal,GASCALS%,SPAN,17-Mar-2016 05:57:00,17-Mar-2016 06:02:00,2,0.0,1.5, 
zNRP_cals,NO2-cal,GASCALS%,PREC,17-Mar-2016 05:57:00,17-Mar-2016 06:07:04,3,0.0,3.36, 
zNRP_cals,NO2-cal,GASCALS%,ZERO,17-Mar-2016 05:57:00,17-Mar-2016 06:12:04,0,0.0,.14, 
zNRP_cals,NO-cal,GASCALS,SPAN,17-Mar-2016 05:30:00,17-Mar-2016 05:35:00,460,456.4,.73, 
zNRP_cals,NO-cal,GASCALS,PREC,17-Mar-2016 05:30:00,17-Mar-2016 05:40:00,200,204.6,2.05, 
zNRP_cals,NO-cal,GASCALS,ZERO,17-Mar-2016 05:30:00,17-Mar-2016 05:45:00,0,0.0,.2, 
zNRP_cals,NO-cal,GASCALS%,SPAN,17-Mar-2016 05:57:00,17-Mar-2016 06:02:00,1,0.0,.73, 
zNRP_cals,NO-cal,GASCALS%,PREC,17-Mar-2016 05:57:00,17-Mar-2016 06:07:04,-2,0.0,-2.05, 
zNRP_cals,NO-cal,GASCALS%,ZERO,17-Mar-2016 05:57:00,17-Mar-2016 06:12:04,0,0.0,.2, 
zNRP_cals,NOX-cal,GASCALS,SPAN,17-Mar-2016 05:30:00,17-Mar-2016 05:35:00,461,456.4,1.07, 
zNRP_cals,NOX-cal,GASCALS,PREC,17-Mar-2016 05:30:00,17-Mar-2016 05:40:00,201,204.6,1.72, 
zNRP_cals,NOX-cal,GASCALS,ZERO,17-Mar-2016 05:30:00,17-Mar-2016 05:45:00,0,0.0,.41, 
zNRP_cals,NOX-cal,GASCALS%,SPAN,17-Mar-2016 05:57:00,17-Mar-2016 06:02:00,1,0.0,1.07, 
zNRP_cals,NOX-cal,GASCALS%,PREC,17-Mar-2016 05:57:00,17-Mar-2016 06:07:04,-2,0.0,-1.72, 
zNRP_cals,NOX-cal,GASCALS%,ZERO,17-Mar-2016 05:57:00,17-Mar-2016 06:12:04,0,0.0,.41, 
zNRP_cals,NOXCON,GASCALS,SPAN,17-Mar-2016 05:30:00,17-Mar-2016 05:35:00,98,100,1.85, 
zNRP_cals,NOXCON,GASCALS,PREC,17-Mar-2016 05:30:00,17-Mar-2016 05:40:00,100,100,.3, 
zNRP_cals,NOXCON,GASCALS,ZERO,17-Mar-2016 05:30:00,17-Mar-2016 05:45:00,99,100,1.08, 
zNRP_cals,O3-cal,GASCALS,SPAN,17-Mar-2016 05:30:00,17-Mar-2016 05:35:00,349,348,.38, 
zNRP_cals,O3-cal,GASCALS,PREC,17-Mar-2016 05:30:00,17-Mar-2016 05:40:00,67,67,.42, 
zNRP_cals,O3-cal,GASCALS,ZERO,17-Mar-2016 05:30:00,17-Mar-2016 05:45:00,1,0.0,.5, 
zNRP_cals,O3-cal,GASCALS%,SPAN,17-Mar-2016 05:57:00,17-Mar-2016 06:02:00,0,0.0,.38, 
zNRP_cals,O3-cal,GASCALS%,PREC,17-Mar-2016 05:57:00,17-Mar-2016 06:07:04,0,0.0,-.42, 
zNRP_cals,O3-cal,GASCALS%,ZERO,17-Mar-2016 05:57:00,17-Mar-2016 06:12:04,1,0.0,.5, 
zNRP_cals,NO2-cal,GASCALS,SPAN,18-Mar-2016 05:30:00,18-Mar-2016 05:35:00,379,376.171,.79, 
zNRP_cals,NO2-cal,GASCALS,PREC,18-Mar-2016 05:30:00,18-Mar-2016 05:40:00,71,69.288,1.84, 
zNRP_cals,NO2-cal,GASCALS,ZERO,18-Mar-2016 05:30:00,18-Mar-2016 05:45:00,0,0.0,.16, 
zNRP_cals,NO2-cal,GASCALS%,SPAN,18-Mar-2016 05:57:00,18-Mar-2016 06:02:00,1,0.0,.79, 
zNRP_cals,NO2-cal,GASCALS%,PREC,18-Mar-2016 05:57:00,18-Mar-2016 06:07:04,2,0.0,1.84, 
zNRP_cals,NO2-cal,GASCALS%,ZERO,18-Mar-2016 05:57:00,18-Mar-2016 06:12:04,0,0.0,.16, 
zNRP_cals,NO-cal,GASCALS,SPAN,18-Mar-2016 05:30:00,18-Mar-2016 05:35:00,457,456.4,.07, 
zNRP_cals,NO-cal,GASCALS,PREC,18-Mar-2016 05:30:00,18-Mar-2016 05:40:00,200,204.6,2.42, 
zNRP_cals,NO-cal,GASCALS,ZERO,18-Mar-2016 05:30:00,18-Mar-2016 05:45:00,0,0.0,.26, 
