Time,Conc(mg/m3),Qtot(m3),no(V),WS(MPS),no(V),RH(%),no(V),AT(C),E,U,M,I,L,R,N,F,P,D,C,T,
01/25/17 11:00,  0.021, 0.700, 2.371, 111.8, 2.500,    21, 2.500,   5.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 12:00,  0.022, 0.701, 2.385, 111.8, 2.500,    20, 2.500,   8.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 13:00,  0.005, 0.700, 2.371, 111.8, 2.500,    17, 2.500,  11.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 14:00,  0.003, 0.701, 2.354, 111.8, 2.500,    16, 2.500,  12.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 15:00, -0.002, 0.701, 2.369, 111.8, 2.500,    17, 2.500,  12.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 16:00, -0.001, 0.701, 2.371, 111.8, 2.500,    16, 2.500,  12.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 17:00,  0.001, 0.700, 2.357, 111.8, 2.500,    16, 2.500,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 18:00,  0.002, 0.700, 2.363, 111.8, 2.500,    19, 2.500,   7.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 19:00,  0.006, 0.700, 2.366, 111.8, 2.500,    21, 2.500,   4.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 20:00,  0.019, 0.700, 2.377, 111.8, 2.500,    21, 2.500,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 21:00,  0.015, 0.701, 2.377, 111.8, 2.500,    20, 2.500,   2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 22:00,  0.026, 0.700, 2.361, 111.8, 2.500,    20, 2.500,   1.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 23:00,  0.032, 0.700, 2.367, 111.8, 2.500,    19, 2.500,   0.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 00:00,  0.017, 0.700, 2.377, 111.8, 2.500,    18, 2.500,  -0.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 01:00,  0.019, 0.700, 2.375, 111.8, 2.500,    18, 2.500,  -1.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 02:00,  0.008, 0.700, 2.379, 111.8, 2.500,    18, 2.500,  -1.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 03:00,  0.004, 0.701, 2.381, 111.8, 2.500,    18, 2.500,  -2.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 04:00, -0.005, 0.701, 2.380, 111.8, 2.500,    18, 2.500,  -2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 05:00,  0.000, 0.701, 2.378, 111.8, 2.500,    18, 2.500,  -2.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 06:00,  0.011, 0.700, 2.376, 111.8, 2.500,    19, 2.500,  -2.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 07:00,  0.011, 0.701, 2.380, 111.8, 2.500,    20, 2.500,  -2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 08:00,  0.007, 0.700, 2.388, 111.8, 2.500,    21, 2.500,  -1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 09:00,  0.016, 0.701, 2.383, 111.8, 2.500,    21, 2.500,  -1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 10:00,  0.008, 0.700, 2.377, 111.8, 2.500,    23, 2.500,   0.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 11:00,  0.009, 0.701, 2.393, 111.8, 2.500,    24, 2.500,   3.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 12:00,  0.008, 0.700, 2.386, 111.8, 2.500,    23, 2.500,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 13:00,  0.027, 0.700, 2.376, 111.8, 2.500,    21, 2.500,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 14:00,  0.006, 0.701, 2.380, 111.8, 2.500,    18, 2.500,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 15:00,  0.003, 0.700, 2.372, 111.8, 2.500,    18, 2.500,  12.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 16:00,  0.006, 0.700, 2.382, 111.8, 2.500,    18, 2.500,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 17:00,  0.008, 0.700, 2.374, 111.8, 2.500,    19, 2.500,  10.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 18:00,  0.006, 0.700, 2.366, 111.8, 2.500,    20, 2.500,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 19:00,  0.008, 0.700, 2.380, 111.8, 2.500,    21, 2.500,   6.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 20:00,  0.017, 0.701, 2.377, 111.8, 2.500,    21, 2.500,   5.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 21:00,  0.018, 0.701, 2.379, 111.8, 2.500,    21, 2.500,   4.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 22:00,  0.019, 0.700, 2.376, 111.8, 2.500,    20, 2.500,   2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 23:00,  0.019, 0.700, 2.377, 111.8, 2.500,    20, 2.500,   1.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 00:00,  0.020, 0.700, 2.377, 111.8, 2.500,    20, 2.500,   1.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 01:00,  0.016, 0.700, 2.377, 111.8, 2.500,    19, 2.500,   0.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 02:00,  0.011, 0.700, 2.368, 111.8, 2.500,    19, 2.500,  -0.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 03:00,  0.005, 0.700, 2.376, 111.8, 2.500,    19, 2.500,  -0.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 04:00,  0.002, 0.700, 2.374, 111.8, 2.500,    19, 2.500,  -1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 05:00,  0.006, 0.700, 2.380, 111.8, 2.500,    19, 2.500,  -1.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 06:00,  0.009, 0.700, 2.374, 111.8, 2.500,    19, 2.500,  -2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 07:00,  0.013, 0.700, 2.385, 111.8, 2.500,    19, 2.500,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 08:00,  0.020, 0.700, 2.385, 111.8, 2.500,    20, 2.500,  -2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 09:00,  0.020, 0.701, 2.388, 111.8, 2.500,    22, 2.500,   0.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 10:00,  0.017, 0.700, 2.397, 111.8, 2.500,    23, 2.500,   4.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 11:00,  0.025, 0.700, 2.393, 111.8, 2.500,    22, 2.500,   7.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 12:00,  0.018, 0.700, 2.398, 111.8, 2.500,    20, 2.500,   9.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 13:00,  0.016, 0.700, 2.375, 111.8, 2.500,    19, 2.500,  12.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 14:00,  0.008, 0.700, 2.384, 111.8, 2.500,    17, 2.500,  14.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 15:00,  0.985, 0.000, 2.461, 111.8, 2.500,    19, 2.500,  14.2,0,0,1,0,0,0,0,0,0,0,0,0,
01/27/17 16:00,  0.006, 0.701, 2.385, 111.8, 2.500,    17, 2.500,  14.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 17:00,  0.003, 0.700, 2.378, 111.8, 2.500,    18, 2.500,  13.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 18:00,  0.003, 0.700, 2.394, 111.8, 2.500,    19, 2.500,   9.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 19:00,  0.004, 0.701, 2.383, 111.8, 2.500,    20, 2.500,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 20:00,  0.006, 0.700, 2.400, 111.8, 2.500,    21, 2.500,   6.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 21:00,  0.022, 0.700, 2.388, 111.8, 2.500,    21, 2.500,   5.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 22:00,  0.022, 0.701, 2.385, 111.8, 2.500,    21, 2.500,   4.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 23:00,  0.021, 0.700, 2.396, 111.8, 2.500,    21, 2.500,   3.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 00:00,  0.022, 0.700, 2.388, 111.8, 2.500,    20, 2.500,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 01:00,  0.029, 0.700, 2.398, 111.8, 2.500,    20, 2.500,   2.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 02:00,  0.012, 0.700, 2.385, 111.8, 2.500,    20, 2.500,   2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 03:00,  0.012, 0.700, 2.379, 111.8, 2.500,    20, 2.500,   1.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 04:00,  0.012, 0.701, 2.385, 111.8, 2.500,    20, 2.500,   0.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 05:00,  0.019, 0.701, 2.385, 111.8, 2.500,    19, 2.500,  -0.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 06:00,  0.007, 0.700, 2.387, 111.8, 2.500,    18, 2.500,  -2.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 07:00,  0.018, 0.700, 2.388, 111.8, 2.500,    18, 2.500,  -2.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 08:00,  0.015, 0.700, 2.391, 111.8, 2.500,    19, 2.500,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 09:00,  0.009, 0.700, 2.390, 111.8, 2.500,    22, 2.500,   0.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 10:00,  0.021, 0.700, 2.389, 111.8, 2.500,    19, 2.500,   4.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 11:00,  0.030, 0.700, 2.388, 111.8, 2.500,    19, 2.500,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 12:00,  0.030, 0.700, 2.388, 111.8, 2.500,    19, 2.500,  11.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 13:00,  0.018, 0.700, 2.379, 111.8, 2.500,    17, 2.500,  15.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 14:00,  0.004, 0.701, 2.380, 111.8, 2.500,    16, 2.500,  17.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 15:00,  0.006, 0.700, 2.380, 111.8, 2.500,    17, 2.500,  17.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 16:00,  0.004, 0.700, 2.385, 111.8, 2.500,    17, 2.500,  18.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 17:00,  0.002, 0.700, 2.385, 111.8, 2.500,    18, 2.500,  16.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 18:00,  0.018, 0.700, 2.378, 111.8, 2.500,    21, 2.500,  10.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 19:00,  0.043, 0.700, 2.386, 111.8, 2.500,    22, 2.500,   7.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 20:00,  0.025, 0.701, 2.383, 111.8, 2.500,    21, 2.500,   5.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 21:00,  0.019, 0.700, 2.386, 111.8, 2.500,    21, 2.500,   6.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 22:00,  0.028, 0.700, 2.388, 111.8, 2.500,    21, 2.500,   4.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 23:00,  0.023, 0.700, 2.381, 111.8, 2.500,    20, 2.500,   2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 00:00,  0.041, 0.700, 2.379, 111.8, 2.500,    19, 2.500,   0.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 01:00,  0.029, 0.700, 2.384, 111.8, 2.500,    19, 2.500,  -0.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 02:00,  0.020, 0.700, 2.380, 111.8, 2.500,    18, 2.500,  -1.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 03:00,  0.013, 0.700, 2.372, 111.8, 2.500,    18, 2.500,  -1.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 04:00,  0.010, 0.700, 2.382, 111.8, 2.500,    18, 2.500,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 05:00,  0.010, 0.701, 2.381, 111.8, 2.500,    19, 2.500,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 06:00,  0.023, 0.701, 2.378, 111.8, 2.500,    19, 2.500,  -2.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 07:00,  0.018, 0.700, 2.377, 111.8, 2.500,    18, 2.500,  -3.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 08:00,  0.005, 0.700, 2.394, 111.8, 2.500,    19, 2.500,  -3.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 09:00,  0.020, 0.700, 2.386, 111.8, 2.500,    22, 2.500,  -0.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 10:00,  0.024, 0.700, 2.389, 111.8, 2.500,    21, 2.500,   3.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 11:00,  0.027, 0.700, 2.391, 111.8, 2.500,    20, 2.500,   8.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 12:00,  0.024, 0.700, 2.380, 111.8, 2.500,    19, 2.500,  11.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 13:00,  0.010, 0.700, 2.374, 111.8, 2.500,    19, 2.500,  14.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 14:00,  0.006, 0.701, 2.369, 111.8, 2.500,    18, 2.500,  17.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 15:00,  0.002, 0.700, 2.381, 111.8, 2.500,    17, 2.500,  19.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 16:00,  0.006, 0.700, 2.379, 111.8, 2.500,    17, 2.500,  18.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 17:00,  0.008, 0.700, 2.375, 111.8, 2.500,    17, 2.500,  16.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 18:00,  0.007, 0.700, 2.369, 111.8, 2.500,    19, 2.500,  12.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 19:00,  0.011, 0.701, 2.379, 111.8, 2.500,    19, 2.500,  10.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 20:00,  0.012, 0.701, 2.375, 111.8, 2.500,    19, 2.500,   9.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 21:00,  0.015, 0.700, 2.371, 111.8, 2.500,    20, 2.500,   6.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 22:00,  0.019, 0.700, 2.375, 111.8, 2.500,    19, 2.500,   7.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 23:00,  0.015, 0.700, 2.371, 111.8, 2.500,    19, 2.500,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 00:00,  0.014, 0.700, 2.372, 111.8, 2.500,    20, 2.500,   5.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 01:00,  0.014, 0.700, 2.373, 111.8, 2.500,    20, 2.500,   5.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 02:00,  0.017, 0.700, 2.366, 111.8, 2.500,    20, 2.500,   2.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 03:00,  0.016, 0.700, 2.359, 111.8, 2.500,    19, 2.500,   1.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 04:00,  0.010, 0.700, 2.368, 111.8, 2.500,    19, 2.500,  -0.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 05:00,  0.010, 0.700, 2.370, 111.8, 2.500,    19, 2.500,  -0.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 06:00,  0.007, 0.701, 2.376, 111.8, 2.500,    19, 2.500,  -1.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 07:00,  0.005, 0.700, 2.374, 111.8, 2.500,    19, 2.500,  -2.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 08:00,  0.005, 0.700, 2.365, 111.8, 2.500,    18, 2.500,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 09:00,  0.008, 0.700, 2.368, 111.8, 2.500,    22, 2.500,   1.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 10:00,  0.033, 0.700, 2.365, 111.8, 2.500,    19, 2.500,   6.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 11:00,  0.013, 0.700, 2.363, 111.8, 2.500,    17, 2.500,  11.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 12:00,  0.010, 0.700, 2.348, 111.8, 2.500,    17, 2.500,  14.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 13:00,  0.010, 0.700, 2.361, 111.8, 2.500,    18, 2.500,  16.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 14:00,  0.009, 0.700, 2.352, 111.8, 2.500,    19, 2.500,  18.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 15:00,  0.005, 0.700, 2.355, 111.8, 2.500,    20, 2.500,  20.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 16:00,  0.003, 0.700, 2.359, 111.8, 2.500,    19, 2.500,  21.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 17:00,  0.002, 0.700, 2.368, 111.8, 2.500,    19, 2.500,  20.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 18:00,  0.005, 0.700, 2.361, 111.8, 2.500,    22, 2.500,  13.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 19:00,  0.007, 0.700, 2.355, 111.8, 2.500,    23, 2.500,  10.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 20:00,  0.009, 0.700, 2.359, 111.8, 2.500,    23, 2.500,   7.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 21:00,  0.016, 0.701, 2.357, 111.8, 2.500,    22, 2.500,   6.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 22:00,  0.012, 0.700, 2.364, 111.8, 2.500,    22, 2.500,   4.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 23:00,  0.017, 0.700, 2.360, 111.8, 2.500,    21, 2.500,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 00:00,  0.014, 0.700, 2.363, 111.8, 2.500,    21, 2.500,   2.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 01:00,  0.012, 0.700, 2.362, 111.8, 2.500,    20, 2.500,   2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 02:00,  0.008, 0.700, 2.359, 111.8, 2.500,    20, 2.500,   1.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 03:00,  0.007, 0.700, 2.358, 111.8, 2.500,    19, 2.500,   0.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 04:00,  0.008, 0.700, 2.356, 111.8, 2.500,    19, 2.500,  -0.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 05:00,  0.004, 0.700, 2.359, 111.8, 2.500,    19, 2.500,  -0.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 06:00,  0.005, 0.700, 2.353, 111.8, 2.500,    19, 2.500,  -0.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 07:00,  0.007, 0.700, 2.369, 111.8, 2.500,    19, 2.500,  -1.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 08:00,  0.032, 0.700, 2.359, 111.8, 2.500,    19, 2.500,  -1.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 09:00,  0.004, 0.700, 2.360, 111.8, 2.500,    23, 2.500,   3.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 10:00,  0.018, 0.701, 2.368, 111.8, 2.500,    22, 2.500,   8.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 11:00,  0.009, 0.700, 2.354, 111.8, 2.500,    19, 2.500,  12.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 12:00,  0.007, 0.700, 2.344, 111.8, 2.500,    19, 2.500,  14.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 13:00,  0.004, 0.700, 2.361, 111.8, 2.500,    18, 2.500,  18.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 14:00,  0.004, 0.701, 2.349, 111.8, 2.500,    18, 2.500,  21.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 15:00,  0.004, 0.700, 2.353, 111.8, 2.500,    14, 2.500,  21.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 16:00,  0.007, 0.700, 2.361, 111.8, 2.500,    14, 2.500,  20.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 17:00,  0.007, 0.700, 2.360, 111.8, 2.500,    16, 2.500,  19.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 18:00,  0.004, 0.700, 2.353, 111.8, 2.500,    19, 2.500,  14.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 19:00,  0.006, 0.700, 2.352, 111.8, 2.500,    21, 2.500,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 20:00,  0.009, 0.700, 2.355, 111.8, 2.500,    21, 2.500,   7.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 21:00,  0.015, 0.700, 2.360, 111.8, 2.500,    21, 2.500,   5.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 22:00,  0.011, 0.700, 2.359, 111.8, 2.500,    21, 2.500,   4.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 23:00,  0.012, 0.700, 2.358, 111.8, 2.500,    21, 2.500,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
02/01/17 00:00,  0.022, 0.700, 2.361, 111.8, 2.500,    20, 2.500,   2.5,0,0,0,0,0,0,0,0,0,0,0,0,
