Time,Conc(mg/m3),Qtot(m3),no(V),WS(MPS),WS(MPS),RH(%),Delta(C),AT(C),E,U,M,I,L,R,N,F,P,D,C,T,
01/17/17 08:00,  0.021, 0.834, 0.004,   0.1, 0.002,    17,  94.9,  -2.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 09:00,  0.027, 0.834, 0.004,   0.1, 0.002,    21,  94.8,  -0.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 10:00,  0.016, 0.834, 0.004,   0.1, 0.002,    23,  94.9,   3.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 11:00,  0.014, 0.834, 0.003,   0.1, 0.002,    21,  94.9,   7.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 12:00,  0.014, 0.834, 0.003,   0.1, 0.002,    19,  95.0,  10.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 13:00,  0.010, 0.834, 0.002,   0.1, 0.001,    18,  95.0,  12.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 14:00,  0.006, 0.834, 0.002,   0.1, 0.001,    18,  95.0,  14.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 15:00,  0.007, 0.834, 0.002,   0.1, 0.001,    14,  95.0,  16.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 16:00,  0.007, 0.834, 0.004,   0.1, 0.002,    14,  95.0,  16.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 17:00,  0.019, 0.834, 0.004,   0.1, 0.002,    15,  95.0,  14.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 18:00,  0.027, 0.834, 0.004,   0.1, 0.002,    17,  95.0,   9.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 19:00,  0.035, 0.834, 0.003,   0.1, 0.002,    17,  95.0,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 20:00,  0.032, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   4.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 21:00,  0.038, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   4.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 22:00,  0.030, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   4.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/17/17 23:00,  0.027, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   3.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 00:00,  0.019, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   3.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 01:00,  0.017, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   2.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 02:00,  0.021, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   1.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 03:00,  0.014, 0.834, 0.003,   0.1, 0.001,    18,  95.0,   1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 04:00,  0.017, 0.834, 0.003,   0.1, 0.002,    18,  95.0,   1.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 05:00,  0.015, 0.834, 0.003,   0.1, 0.002,    18,  95.0,   1.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 06:00,  0.015, 0.834, 0.003,   0.1, 0.002,    19,  95.0,   2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 07:00,  0.015, 0.834, 0.003,   0.1, 0.002,    19,  95.0,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 08:00,  0.021, 0.834, 0.003,   0.1, 0.002,    19,  95.0,   3.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 09:00,  0.024, 0.834, 0.003,   0.1, 0.002,    19,  95.0,   4.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 10:00,  0.033, 0.834, 0.003,   0.1, 0.001,    20,  95.0,   6.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 11:00,  0.017, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   9.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 12:00,  0.012, 0.834, 0.002,   0.1, 0.001,    22,  95.0,  10.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 13:00,  0.012, 0.834, 0.002,   0.1, 0.001,    22,  95.0,  10.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 14:00,  0.009, 0.834, 0.002,   0.1, 0.001,    22,  95.0,  10.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 15:00,  0.009, 0.834, 0.003,   0.1, 0.001,    23,  95.0,   9.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 16:00,  0.010, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   9.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 17:00,  0.006, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   8.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 18:00,  0.009, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   8.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 19:00,  0.011, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   8.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 20:00,  0.010, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 21:00,  0.007, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   8.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 22:00,  0.005, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/18/17 23:00,  0.008, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   9.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 00:00,  0.007, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   8.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 01:00,  0.003, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   9.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 02:00,  0.001, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   9.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 03:00,  0.002, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   8.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 04:00,  0.003, 0.834, 0.002,   0.1, 0.001,    25,  95.0,   9.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 05:00,  0.007, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   8.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 06:00,  0.018, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   8.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 07:00,  0.011, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   7.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 08:00,  0.007, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   6.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 09:00,  0.015, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 10:00,  0.011, 0.834, 0.002,   0.1, 0.001,    24,  95.0,  11.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 11:00,  0.019, 0.834, 0.003,   0.1, 0.002,    22,  95.0,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 12:00,  0.021, 0.834, 0.004,   0.1, 0.002,    22,  95.0,  10.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 13:00, -0.000, 0.834, 0.004,   0.1, 0.002,    22,  95.0,  10.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 14:00,  0.005, 0.834, 0.003,   0.1, 0.002,    22,  95.1,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 15:00,  0.010, 0.834, 0.004,   0.1, 0.002,    21,  95.0,  11.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 16:00,  0.007, 0.834, 0.004,   0.1, 0.002,    21,  95.0,  10.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 17:00,  0.008, 0.834, 0.003,   0.1, 0.002,    22,  95.0,  10.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 18:00,  0.011, 0.834, 0.003,   0.1, 0.002,    22,  95.0,   9.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 19:00,  0.011, 0.834, 0.002,   0.1, 0.002,    23,  95.0,   7.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 20:00,  0.021, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   7.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 21:00,  0.017, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   7.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 22:00,  0.013, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   7.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/19/17 23:00,  0.016, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   7.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 00:00,  0.009, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 01:00,  0.007, 0.834, 0.002,   0.1, 0.002,    22,  95.0,   7.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 02:00,  0.005, 0.834, 0.002,   0.1,   0.0,    22,  95.0,   7.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 03:00,  0.004, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   7.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 04:00,  0.005, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   8.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 05:00,  0.008, 0.834, 0.002,   0.1,   0.1,    23,  95.0,   8.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 06:00,  0.009, 0.834, 0.002,   0.1,   0.1,    23,  95.0,   8.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 07:00,  0.008, 0.834, 0.002,   0.1,   0.1,    24,  95.0,   8.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 08:00,  0.006, 0.834, 0.002,   0.1,   0.1,    24,  95.0,   8.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 09:00,  0.006, 0.834, 0.002,   0.1,   0.1,    24,  95.0,  10.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 10:00,  0.011, 0.834, 0.002,   0.1,   0.1,    23,  95.0,   9.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 11:00,  0.012, 0.834, 0.002,   0.1,   0.1,    23,  95.0,   8.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 12:00,  0.008, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   7.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 13:00,  0.010, 0.834, 0.002,   0.1,   0.1,    21,  95.0,   9.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 14:00,  0.010, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   8.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 15:00,  0.006, 0.834, 0.002,   0.1,   0.1,    21,  95.0,   9.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 16:00,  0.008, 0.834, 0.002,   0.1,   0.1,    21,  95.0,   8.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 17:00,  0.012, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 18:00,  0.012, 0.834, 0.002,   0.1,   0.1,    21,  95.0,   7.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 19:00,  0.012, 0.834, 0.002,   0.1,   0.1,    20,  95.0,   6.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 20:00,  0.011, 0.834, 0.002,   0.1,   0.1,    21,  95.0,   7.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 21:00,  0.017, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   6.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 22:00,  0.005, 0.834, 0.002,   0.1,   0.1,    20,  95.0,   5.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/20/17 23:00,  0.007, 0.834, 0.002,   0.1,   0.1,    20,  95.0,   4.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 00:00,  0.011, 0.834, 0.002,   0.1,   0.1,    21,  95.0,   4.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 01:00,  0.013, 0.834, 0.002,   0.1,   0.1,    19,  95.0,   3.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 02:00,  0.012, 0.834, 0.002,   0.1,   0.1,    19,  95.0,   3.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 03:00,  0.007, 0.834, 0.002,   0.1,   0.1,    19,  95.0,   3.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 04:00,  0.008, 0.834, 0.002,   0.1,   0.1,    20,  95.0,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 05:00,  0.008, 0.834, 0.002,   0.1,   0.1,    20,  95.0,   4.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 06:00,  0.007, 0.834, 0.002,   0.1,   0.1,    20,  95.0,   4.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 07:00,  0.007, 0.834, 0.002,   0.1,   0.1,    20,  95.0,   3.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 08:00,  0.008, 0.834, 0.002,   0.1,   0.1,    20,  95.0,   3.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 09:00,  0.012, 0.834, 0.002,   0.1,   0.1,    23,  95.0,   5.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 10:00,  0.019, 0.834, 0.002,   0.1,   0.1,    24,  95.0,   9.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 11:00,  0.021, 0.834, 0.002,   0.1,   0.1,    21,  95.0,  10.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 12:00,  0.016, 0.834, 0.003,   0.1,   0.1,    21,  95.0,  10.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 13:00,  0.008, 0.834, 0.003,   0.1,   0.1,    20,  95.1,  11.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 14:00,  0.011, 0.834, 0.003,   0.1,   0.1,    19,  95.0,  11.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 15:00,  0.011, 0.834, 0.004,   0.1,   0.1,    20,  95.0,  11.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 16:00,  0.015, 0.834, 0.004,   0.1,   0.1,    20,  95.0,  10.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 17:00,  0.013, 0.834, 0.004,   0.1,   0.1,    20,  95.0,   9.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 18:00,  0.027, 0.834, 0.004,   0.1,   0.1,    21,  95.0,   9.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 19:00,  0.012, 0.834, 0.003,   0.1,   0.1,    23,  95.0,   8.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 20:00,  0.022, 0.834, 0.002,   0.1,   0.1,    23,  95.0,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 21:00,  0.010, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 22:00,  0.023, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   8.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/21/17 23:00,  0.020, 0.834, 0.002,   0.1,   0.1,    21,  95.0,   8.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 00:00,  0.008, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   8.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 01:00,  0.007, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 02:00,  0.009, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   7.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 03:00,  0.008, 0.834, 0.002,   0.1,   0.1,    22,  95.0,   7.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 04:00,  0.006, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   7.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 05:00,  0.985, 0.000, 0.004,   0.1, 0.002,    25,  95.0,   7.8,0,0,0,0,1,0,0,0,0,0,0,0,
01/22/17 06:00,  0.985, 0.000, 0.003,   0.1, 0.001,    25,  95.0,   8.0,0,0,0,0,1,0,0,0,0,0,0,0,
01/22/17 07:00,  0.007, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   8.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 08:00,  0.004, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   9.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 09:00,  0.005, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   9.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 10:00,  0.004, 0.834, 0.002,   0.1, 0.001,    24,  95.0,  10.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 11:00,  0.001, 0.834, 0.002,   0.1, 0.001,    25,  95.0,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 12:00,  0.001, 0.834, 0.002,   0.1, 0.001,    25,  95.0,   9.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 13:00,  0.003, 0.834, 0.002,   0.1, 0.001,    25,  95.0,  10.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 14:00,  0.005, 0.834, 0.002,   0.1, 0.001,    25,  95.0,  10.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 15:00,  0.008, 0.834, 0.002,   0.1, 0.001,    25,  95.0,  10.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 16:00,  0.019, 0.834, 0.002,   0.1, 0.001,    23,  95.0,  11.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 17:00,  0.008, 0.834, 0.002,   0.1, 0.002,    23,  95.0,  10.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 18:00,  0.006, 0.834, 0.002,   0.1, 0.001,    24,  95.0,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 19:00,  0.006, 0.834, 0.003,   0.1, 0.001,    23,  95.0,   9.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 20:00,  0.009, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   9.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 21:00,  0.006, 0.834, 0.002,   0.1, 0.001,    23,  95.0,   8.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 22:00,  0.006, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/22/17 23:00,  0.011, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   8.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 00:00,  0.009, 0.834, 0.002,   0.1, 0.001,    21,  95.0,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 01:00,  0.005, 0.834, 0.002,   0.1, 0.001,    21,  95.0,   7.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 02:00,  0.002, 0.834, 0.003,   0.1, 0.001,    21,  95.0,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 03:00,  0.005, 0.834, 0.002,   0.1, 0.001,    22,  95.0,   6.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 04:00,  0.008, 0.834, 0.002,   0.1, 0.001,    21,  95.0,   6.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 05:00,  0.007, 0.834, 0.002,   0.1, 0.001,    21,  95.0,   5.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 06:00,  0.007, 0.834, 0.002,   0.1, 0.001,    21,  95.0,   5.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 07:00,  0.003, 0.834, 0.002,   0.1, 0.001,    20,  95.0,   4.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 08:00,  0.001, 0.834, 0.002,   0.1, 0.001,    20,  95.0,   4.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 09:00,  0.006, 0.834, 0.002,   0.1, 0.001,    21,  95.0,   5.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 10:00,  0.005, 0.834, 0.002,   0.1, 0.001,    20,  95.0,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 11:00,  0.003, 0.834, 0.002,   0.1, 0.001,    20,  95.0,   8.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 12:00,  0.003, 0.834, 0.002,   0.1, 0.002,    19,  95.0,   8.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 13:00, -0.000, 0.834, 0.002,   0.1, 0.001,    20,  95.0,   6.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 14:00,  0.002, 0.834, 0.002,   0.1, 0.002,    19,  95.0,   8.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 15:00,  0.007, 0.834, 0.002,   0.1, 0.002,    18,  95.0,   9.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 16:00,  0.011, 0.834, 0.002,   0.1, 0.002,    19,  95.0,   8.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 17:00,  0.013, 0.834, 0.002,   0.1, 0.002,    20,  95.0,   7.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 18:00,  0.010, 0.834, 0.002,   0.1, 0.001,    20,  95.0,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 19:00,  0.008, 0.834, 0.003,   0.1, 0.001,    20,  95.0,   4.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 20:00,  0.018, 0.834, 0.003,   0.1, 0.001,    19,  95.0,   3.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 21:00,  0.020, 0.834, 0.002,   0.1, 0.001,    19,  95.0,   2.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 22:00,  0.022, 0.834, 0.002,   0.1, 0.001,    19,  95.0,   2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/23/17 23:00,  0.017, 0.834, 0.002,   0.1, 0.001,    19,  95.0,   2.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 00:00,  0.020, 0.834, 0.002,   0.1, 0.001,    19,  95.0,   2.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 01:00,  0.013, 0.834, 0.002,   0.1, 0.001,    19,  95.0,   2.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 02:00,  0.012, 0.834, 0.002,   0.1, 0.001,    19,  95.0,   2.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 03:00,  0.011, 0.834, 0.002,   0.1, 0.001,    19,  95.0,   2.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 04:00,  0.012, 0.834, 0.003,   0.1, 0.001,    18,  95.0,   1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 05:00,  0.009, 0.834, 0.003,   0.1,   0.1,    18,  95.0,   1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 06:00,  0.005, 0.834, 0.003,   0.1,   0.1,    18,  95.0,   0.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 07:00,  0.007, 0.834, 0.003,   0.1,   0.1,    18,  95.0,   0.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 08:00,  0.007, 0.834, 0.003,   0.1,   0.1,    19,  94.9,   0.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 09:00,  0.005, 0.834, 0.003,   0.1,   0.1,    19,  94.9,   1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 10:00,  0.007, 0.834, 0.003,   0.1,   0.1,    21,  94.9,   2.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 11:00,  0.007, 0.834, 0.003,   0.1,   0.1,    23,  95.0,   4.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 12:00,  0.005, 0.834, 0.003,   0.1,   0.1,    20,  95.0,   6.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 13:00,  0.005, 0.834, 0.002,   0.1,   0.1,    19,  95.0,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 14:00,  0.004, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   9.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 15:00,  0.006, 0.834, 0.002,   0.1,   0.1,    17,  95.0,  10.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 16:00,  0.008, 0.834, 0.002,   0.1,   0.1,    16,  95.0,  11.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 17:00,  0.006, 0.834, 0.003,   0.1,   0.1,    16,  95.0,  10.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 18:00,  0.007, 0.834, 0.002,   0.1,   0.1,    17,  95.0,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 19:00,  0.011, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 20:00,  0.022, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 21:00,  0.031, 0.834, 0.002,   0.1,   0.1,    17,  95.0,   1.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 22:00,  0.028, 0.834, 0.002,   0.1,   0.1,    17,  95.0,   1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/24/17 23:00,  0.024, 0.834, 0.003,   0.1,   0.1,    17,  95.0,   0.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 00:00,  0.027, 0.834, 0.003,   0.1,   0.1,    16,  95.0,  -0.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 01:00,  0.022, 0.834, 0.003,   0.1,   0.1,    17,  95.0,  -0.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 02:00,  0.026, 0.834, 0.003,   0.1,   0.1,    16,  95.0,  -1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 03:00,  0.021, 0.834, 0.003,   0.1,   0.1,    16,  94.9,  -1.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 04:00,  0.020, 0.834, 0.003,   0.1,   0.1,    17,  94.9,  -2.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 05:00,  0.014, 0.834, 0.003,   0.1,   0.1,    17,  94.9,  -2.4,0,0,0,0,0,0,0,0,0,0,0,0,
