Time,Conc(mg/m3),Qtot(m3),no(V),WS(MPS),WS(MPS),RH(%),Delta(C),AT(C),E,U,M,I,L,R,N,F,P,D,C,T,
01/25/17 06:00,  0.014, 0.834, 0.003,   0.1,   0.1,    17,  94.9,  -2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 07:00,  0.022, 0.834, 0.003,   0.1,   0.1,    18,  94.9,  -1.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 08:00,  0.011, 0.834, 0.003,   0.1,   0.1,    18,  94.8,  -1.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 09:00,  0.010, 0.834, 0.004,   0.1,   0.1,    20,  94.8,  -0.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 10:00,  0.010, 0.834, 0.003,   0.1,   0.1,    23,  94.9,   1.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 11:00,  0.013, 0.834, 0.003,   0.1,   0.1,    21,  94.9,   5.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 12:00,  0.048, 0.834, 0.003,   0.1,   0.1,    19,  95.0,   8.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 13:00,  0.009, 0.834, 0.003,   0.1,   0.1,    17,  95.0,  11.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 14:00,  0.007, 0.834, 0.002,   0.1,   0.1,    16,  95.0,  12.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 15:00,  0.007, 0.834, 0.002,   0.1,   0.1,    15,  95.0,  12.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 16:00,  0.010, 0.834, 0.004,   0.1,   0.1,    15,  95.0,  12.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 17:00,  0.010, 0.834, 0.004,   0.1,   0.1,    15,  95.0,  11.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 18:00,  0.022, 0.834, 0.004,   0.1,   0.1,    17,  95.0,   7.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 19:00,  0.024, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   4.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 20:00,  0.032, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   3.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 21:00,  0.030, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 22:00,  0.032, 0.834, 0.002,   0.1,   0.1,    17,  95.0,   1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/25/17 23:00,  0.032, 0.834, 0.002,   0.1,   0.1,    17,  95.0,   0.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 00:00,  0.028, 0.834, 0.002,   0.1,   0.1,    16,  95.0,  -0.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 01:00,  0.025, 0.834, 0.003,   0.1,   0.1,    16,  95.0,  -1.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 02:00,  0.020, 0.834, 0.003,   0.1,   0.1,    16,  95.0,  -1.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 03:00,  0.019, 0.834, 0.003,   0.1,   0.1,    16,  94.9,  -1.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 04:00,  0.019, 0.834, 0.003,   0.1,   0.1,    16,  94.9,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 05:00,  0.015, 0.834, 0.003,   0.1,   0.1,    16,  94.9,  -2.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 06:00,  0.020, 0.834, 0.003,   0.1,   0.1,    16,  94.9,  -2.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 07:00,  0.016, 0.834, 0.003,   0.1, 0.002,    18,  94.9,  -2.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 08:00,  0.014, 0.834, 0.003,   0.1, 0.002,    19,  94.8,  -1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 09:00,  0.011, 0.834, 0.004,   0.1, 0.002,    20,  94.8,  -0.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 10:00,  0.015, 0.834, 0.003,   0.1, 0.002,    21,  94.8,   0.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 11:00,  0.014, 0.834, 0.003,   0.1, 0.002,    23,  94.9,   2.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 12:00,  0.011, 0.834, 0.003,   0.1, 0.002,    23,  94.9,   6.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 13:00,  0.010, 0.834, 0.003,   0.1, 0.002,    21,  95.0,   9.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 14:00,  0.011, 0.834, 0.003,   0.1, 0.001,    18,  95.0,  11.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 15:00,  0.009, 0.834, 0.002,   0.1, 0.001,    17,  95.0,  11.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 16:00,  0.009, 0.834, 0.002,   0.1, 0.001,    17,  95.0,  11.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 17:00,  0.010, 0.834, 0.002,   0.1, 0.002,    17,  95.0,  10.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 18:00,  0.016, 0.834, 0.002,   0.1, 0.002,    18,  95.0,   8.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 19:00,  0.013, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   7.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 20:00,  0.017, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   5.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 21:00,  0.025, 0.834, 0.002,   0.1, 0.001,    19,  95.0,   4.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 22:00,  0.027, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   2.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/26/17 23:00,  0.021, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   1.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 00:00,  0.024, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   1.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 01:00,  0.025, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   0.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 02:00,  0.018, 0.834, 0.003,   0.1, 0.001,    17,  95.0,  -0.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 03:00,  0.017, 0.834, 0.003,   0.1, 0.002,    17,  95.0,  -0.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 04:00,  0.020, 0.834, 0.003,   0.1, 0.002,    17,  94.9,  -0.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 05:00,  0.016, 0.834, 0.003,   0.1, 0.002,    17,  94.9,  -1.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 06:00,  0.017, 0.834, 0.003,   0.1, 0.002,    17,  94.9,  -2.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 07:00,  0.022, 0.834, 0.003,   0.1, 0.002,    17,  94.9,  -2.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 08:00,  0.030, 0.834, 0.003,   0.1, 0.002,    17,  94.9,  -2.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 09:00,  0.042, 0.834, 0.003,   0.1, 0.002,    21,  94.8,   0.3,0,0,0,0,0,0,0,0,0,1,0,0,
01/27/17 10:00,  0.026, 0.834, 0.003,   0.1, 0.002,    23,  94.9,   3.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 11:00,  0.016, 0.834, 0.003,   0.1, 0.002,    21,  94.9,   7.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 12:00,  0.017, 0.834, 0.003,   0.1, 0.002,    19,  95.0,   9.2,0,0,0,0,0,0,0,0,0,1,0,0,
01/27/17 13:00,  0.014, 0.834, 0.002,   0.1, 0.001,    19,  95.0,  12.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 14:00,  0.018, 0.834, 0.003,   0.1, 0.002,    16,  95.0,  13.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 15:00,  0.985, 0.000, 0.004,   0.1, 0.002,    18,  95.1,  13.8,0,0,1,0,0,0,0,0,0,0,0,0,
01/27/17 16:00,  0.006, 0.834, 0.003,   0.1, 0.002,    16,  95.0,  13.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 17:00,  0.019, 0.834, 0.003,   0.1, 0.002,    17,  95.0,  12.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 18:00,  0.016, 0.834, 0.004,   0.1, 0.002,    17,  95.0,  10.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 19:00,  0.015, 0.834, 0.004,   0.1, 0.002,    17,  95.0,   8.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 20:00,  0.018, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   7.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 21:00,  0.025, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   5.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 22:00,  0.030, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   4.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/27/17 23:00,  0.027, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   3.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 00:00,  0.023, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   3.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 01:00,  0.030, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   2.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 02:00,  0.026, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   2.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 03:00,  0.020, 0.834, 0.003,   0.1, 0.001,    18,  95.0,   1.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 04:00,  0.023, 0.834, 0.003,   0.1, 0.002,    17,  95.0,   0.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 05:00,  0.018, 0.834, 0.003,   0.1, 0.002,    17,  94.9,  -0.7,0,0,0,0,0,0,0,0,0,1,0,0,
01/28/17 06:00,  0.016, 0.834, 0.003,   0.1, 0.002,    16,  94.9,  -1.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 07:00,  0.020, 0.834, 0.003,   0.1, 0.002,    16,  94.9,  -2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 08:00,  0.022, 0.834, 0.003,   0.1, 0.002,    17,  94.9,  -2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 09:00,  0.027, 0.834, 0.003,   0.1, 0.002,    20,  94.9,   0.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 10:00,  0.016, 0.834, 0.003,   0.1, 0.002,    19,  94.9,   3.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 11:00,  0.026, 0.834, 0.003,   0.1, 0.002,    19,  94.9,   7.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 12:00,  0.017, 0.834, 0.003,   0.1, 0.002,    19,  95.0,  11.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 13:00,  0.014, 0.834, 0.002,   0.1, 0.001,    17,  95.0,  15.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 14:00,  0.015, 0.834, 0.002,   0.1, 0.001,    16,  95.0,  17.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 15:00,  0.012, 0.834, 0.003,   0.1, 0.002,    16,  95.0,  17.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 16:00,  0.019, 0.834, 0.004,   0.1, 0.002,    16,  95.0,  17.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 17:00,  0.017, 0.834, 0.003,   0.1, 0.002,    17,  95.0,  16.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 18:00,  0.035, 0.834, 0.004,   0.1, 0.002,    18,  95.0,  11.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 19:00,  0.059, 0.834, 0.004,   0.1, 0.002,    19,  95.0,   7.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 20:00,  0.035, 0.834, 0.002,   0.1, 0.002,    19,  95.0,   5.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 21:00,  0.029, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   6.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 22:00,  0.033, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   4.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/28/17 23:00,  0.029, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 00:00,  0.044, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 01:00,  0.032, 0.834, 0.002,   0.1, 0.001,    16,  95.0,  -0.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 02:00,  0.033, 0.834, 0.003,   0.1, 0.001,    16,  95.0,  -0.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 03:00,  0.031, 0.834, 0.003,   0.1, 0.002,    16,  95.0,  -1.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 04:00,  0.021, 0.834, 0.003,   0.1, 0.002,    16,  94.9,  -2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 05:00,  0.023, 0.834, 0.003,   0.1, 0.002,    16,  94.9,  -2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 06:00,  0.019, 0.834, 0.003,   0.1, 0.002,    16,  94.9,  -2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 07:00,  0.023, 0.834, 0.003,   0.1, 0.002,    16,  94.9,  -2.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 08:00,  0.022, 0.834, 0.003,   0.1, 0.002,    16,  94.8,  -3.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 09:00,  0.021, 0.834, 0.004,   0.1, 0.002,    21,  94.9,  -0.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 10:00,  0.020, 0.834, 0.003,   0.1, 0.002,    21,  94.9,   3.3,0,0,0,0,0,0,0,0,0,1,0,0,
01/29/17 11:00,  0.016, 0.834, 0.003,   0.1, 0.002,    20,  94.9,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 12:00,  0.016, 0.834, 0.003,   0.1, 0.002,    19,  95.0,  11.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 13:00,  0.016, 0.834, 0.002,   0.1, 0.001,    18,  95.0,  14.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 14:00,  0.009, 0.834, 0.002,   0.1, 0.001,    17,  95.0,  17.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 15:00,  0.010, 0.834, 0.004,   0.1, 0.002,    15,  95.0,  18.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 16:00,  0.008, 0.834, 0.004,   0.1, 0.002,    15,  95.0,  17.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 17:00,  0.007, 0.834, 0.003,   0.1, 0.002,    16,  95.0,  16.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 18:00,  0.011, 0.834, 0.003,   0.1, 0.002,    16,  95.0,  12.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 19:00,  0.018, 0.834, 0.004,   0.1, 0.002,    16,  95.0,  11.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 20:00,  0.016, 0.834, 0.003,   0.1, 0.002,    16,  95.0,   9.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 21:00,  0.027, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   6.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 22:00,  0.024, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   7.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/29/17 23:00,  0.027, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   6.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 00:00,  0.020, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   5.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 01:00,  0.024, 0.834, 0.002,   0.1, 0.001,    18,  95.0,   5.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 02:00,  0.017, 0.834, 0.002,   0.1, 0.001,    17,  95.0,   2.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 03:00,  0.017, 0.834, 0.003,   0.1, 0.001,    17,  95.0,   1.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 04:00,  0.020, 0.834, 0.003,   0.1, 0.002,    17,  95.0,   0.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 05:00,  0.013, 0.834, 0.003,   0.1, 0.002,    16,  95.0,  -0.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 06:00,  0.014, 0.834, 0.003,   0.1, 0.002,    16,  94.9,  -1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 07:00,  0.021, 0.834, 0.003,   0.1, 0.002,    16,  94.9,  -1.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 08:00,  0.025, 0.834, 0.003,   0.1,   0.1,    17,  94.9,  -2.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 09:00,  0.034, 0.834, 0.003,   0.1,   0.1,    20,  94.9,   1.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 10:00,  0.017, 0.834, 0.003,   0.1,   0.1,    19,  94.9,   6.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 11:00,  0.022, 0.834, 0.003,   0.1,   0.1,    18,  95.0,  10.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 12:00,  0.022, 0.834, 0.002,   0.1,   0.1,    17,  95.0,  13.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 13:00,  0.017, 0.834, 0.002,   0.1,   0.1,    18,  95.0,  16.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 14:00,  0.020, 0.834, 0.003,   0.1,   0.1,    18,  95.0,  18.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 15:00,  0.026, 0.834, 0.004,   0.1,   0.1,    19,  95.0,  19.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 16:00,  0.012, 0.834, 0.003,   0.1,   0.1,    17,  95.1,  20.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 17:00,  0.017, 0.834, 0.003,   0.1,   0.1,    17,  95.1,  20.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 18:00,  0.026, 0.834, 0.003,   0.1,   0.1,    20,  95.1,  13.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 19:00,  0.034, 0.834, 0.003,   0.1,   0.1,    20,  95.0,  10.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 20:00,  0.037, 0.834, 0.004,   0.1,   0.1,    19,  95.0,   7.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 21:00,  0.077, 0.834, 0.003,   0.1,   0.1,    19,  95.0,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 22:00,  0.025, 0.834, 0.002,   0.1,   0.1,    19,  95.0,   4.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/30/17 23:00,  0.022, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   3.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 00:00,  0.019, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   2.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 01:00,  0.011, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 02:00,  0.013, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   1.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 03:00,  0.013, 0.834, 0.002,   0.1,   0.1,    17,  95.0,   0.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 04:00,  0.017, 0.834, 0.003,   0.1,   0.1,    17,  95.0,  -0.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 05:00,  0.010, 0.834, 0.003,   0.1,   0.1,    17,  95.0,  -0.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 06:00,  0.016, 0.834, 0.003,   0.1,   0.1,    17,  94.9,  -0.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 07:00,  0.020, 0.834, 0.003,   0.1,   0.1,    17,  94.9,  -1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 08:00,  0.038, 0.834, 0.003,   0.1,   0.1,    17,  94.9,  -1.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 09:00,  0.023, 0.834, 0.003,   0.1,   0.1,    22,  94.9,   2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 10:00,  0.019, 0.834, 0.003,   0.1,   0.1,    22,  94.9,   7.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 11:00,  0.016, 0.834, 0.003,   0.1,   0.1,    20,  95.0,  12.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 12:00,  0.017, 0.834, 0.002,   0.1,   0.1,    20,  95.0,  14.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 13:00,  0.007, 0.834, 0.002,   0.1,   0.1,    18,  95.0,  17.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 14:00,  0.006, 0.834, 0.004,   0.1,   0.1,    17,  95.0,  20.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 15:00,  0.006, 0.834, 0.003,   0.1,   0.1,    13,  95.0,  21.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 16:00,  0.008, 0.834, 0.003,   0.1,   0.1,    13,  95.1,  20.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 17:00,  0.011, 0.834, 0.003,   0.1,   0.1,    14,  95.1,  19.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 18:00,  0.021, 0.834, 0.003,   0.1,   0.1,    16,  95.1,  14.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 19:00,  0.032, 0.834, 0.003,   0.1,   0.1,    18,  95.0,   9.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 20:00,  0.028, 0.834, 0.004,   0.1,   0.1,    18,  95.0,   7.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 21:00,  0.030, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   5.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 22:00,  0.028, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   4.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/31/17 23:00,  0.027, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   3.7,0,0,0,0,0,0,0,0,0,0,0,0,
02/01/17 00:00,  0.029, 0.834, 0.002,   0.1,   0.1,    18,  95.0,   2.7,0,0,0,0,0,0,0,0,0,0,0,0,
